Id,Categoria de Informação,Classe maior,Sub-classe maior,Classe menor,Nomenclatura Greencloud,Nomenclatura PEDEA,Coluna atributo,Link Drive (SHP),Link Drive (KML)
274,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_zonaamortecimento_uc_pesitiofundao_2019_pol,Zona de amortecimento (SEMA_2019),nome_zonas,https://drive.google.com/drive/folders/1Fzf_9ZNoUTRDrzlyT73_Cmg_eHwrBjar?usp=share_link,https://drive.google.com/drive/folders/1Mg_CIBSvEk4NupZt-zpgGTU3QSoKimJY?usp=share_link
275,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_zoneamento_uc_pesitiofundao_2019_pol,Zoneamento da UC (SEMA_2019),zon_manejo,https://drive.google.com/drive/folders/1ReOnDD1o9S5GArowVQ69uAcbK7iSJPpg?usp=share_link,https://drive.google.com/drive/folders/1QJUWdYx3IM-LtaEYWPOq98vaSiIOdfwz?usp=share_link
276,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_areas_prioritarias_uc_PEMPRIM_2019_pol,Áreas Prioritarias Manejo (SEMA_2019),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1Me3VzTirl45KYwm1PsP4QJJgAb4Bnd3M?usp=share_link,https://drive.google.com/drive/folders/1WqwjN7t9VGq_hGfres5SaBJGUzUUl5Ju?usp=share_link
277,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_curvas_batimetricas_uc_PEMPRIM_2019_lin,Curvas batimétricas (SEMA_2019),cota,https://drive.google.com/drive/folders/1tllAKl2qi_imvdxT_h20zzZn8vw6JrMq?usp=share_link,https://drive.google.com/drive/folders/1FD7PCrux8VFNZ016XvZemRyvTL2Xoq76?usp=share_link
278,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_morfologia_fundo_uc_PEMPRIM_2019_pol,Morfologia de fundo (SEMA_2019),nome,https://drive.google.com/drive/folders/1m4JiLhq-ZVVQDLZ5sTq_KH8lcIFh2BsH?usp=share_link,https://drive.google.com/drive/folders/1bR5b5nT0S0-vqCy7qAqeJ463H9D4qx0T?usp=share_link
279,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_pontos_mergulho_uc_PEMPRIM_2019_pto,Pontos de Mergulho (SEMA_2019),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1fzaqC_MRds0Tano6C3KNvOjTxS7cpoj2?usp=share_link,https://drive.google.com/drive/folders/1lvAHPlrCW6h7W6cW376Wj5hUHUY39UZC?usp=share_link
280,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_subs_rochoso_uc_PEMPRIM_2019_pol,Substrato rochoso (SEMA_2019),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1kRPtpGCryAqq9kDKzkHwrPbeEXMGiFxg?usp=share_link,https://drive.google.com/drive/folders/12TLbJTyrJyNXy2agaFnIbLGxRPtGYZ2g?usp=share_link
281,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Area Planicie Litoranea,1201_CE_areatotal_planice_litoranea_2021_pol,Área Planicie Litoranea (SEMA_2021),Simbologia não categorizada por atributo,,
282,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Áreas Urbanas,1201_CE_zeec_areas_urbanas_2022_pol,Áreas Urbanas (MUNICÍPIOS_2022),Simbologia não categorizada por atributo,,
283,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Cartografia Social,1201_CE_ativ_econom_2021_pto,Atividades Economicas Pontos (SEMA_2021),nome,https://drive.google.com/drive/folders/1BU-77uf09srF0mLgCojr-Ce-oLAsarAt?usp=share_link,https://drive.google.com/drive/folders/1bx_AhCGKwE2Y79BcpDYV_HWpekiAs0Jf?usp=share_link
284,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Cartografia Social,1201_CE_territorialidades_zeec_2021_pol,Territorialidades Poligonos (SEMA_2021),nome,https://drive.google.com/drive/folders/1LycH8rFvVz6La1bjaraW2m3N1uv52nRL?usp=share_link,https://drive.google.com/drive/folders/1ka17ctAmABgoJyIteaKOKHy8bVysJCeE?usp=share_link
285,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Cartografia Social,1201_CE_territorialidades_zeec_2021_pto,Territorialidades Pontos (SEMA_2021),nome,https://drive.google.com/drive/folders/1hi1y0piWqDaIN0bZg2IwTxuhVUhnmv7W?usp=share_link,https://drive.google.com/drive/folders/14gL8xh3d0w0-Jjl1B_EopBIwNfmC6zEf?usp=share_link
286,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diagnostico_biotico_2019_pol,Biótico (SEMA_2019),especie,https://drive.google.com/drive/folders/1nZ5_4P3vtlkm6f6W9bq31r1z4q3ToVSr?usp=share_link,
287,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diag_dominio_natural_2019_pol,Geoambiental Domínio Natural (SEMA_2019),dominio_nt,https://drive.google.com/drive/folders/1HC4NkXCqqpFWzhOPGB0h-Kjd3IlXrcHE?usp=share_link,
288,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diag_planicie_litoranea_2021_lin,Geoambiental Planície Litorânea - linha (SEMA_2022),setor_ambi,https://drive.google.com/drive/folders/1jz-_N3mB37mo_KH-4Uiy8gjK8zlDI1qL?usp=share_link,
289,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diag_tabuleiro_2021_lin,Geoambiental Tabuleiros e Sistemas Interiores - linha (SEMA_2022),setor_ambi,https://drive.google.com/drive/folders/1MGOvL7UtMPx2t-0OPeIAVd8KHZBFJY9u?usp=share_link,
290,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_uso_ocupacao_2021_pol,Uso e Ocupação (SEMA_2021),uso_ocup,https://drive.google.com/drive/folders/1Cj-OZtqP6BFtrbUkqeDhrQJltDoZ0E0_?usp=share_link,
291,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_zeec_geoambiental_tabuleiro_sistemas_in_2021_pol,Geoambiental Tabuleiros e Sistemas Interiores - polígono (SEMA_2022),setor_ambi,,
292,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_zeec_geoambiental_planice_litoranea_2021_pol,Geoambiental Planície Litorânea - polígono (SEMA_2022),setor_ambi,,
293,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor1_2019_pol,Limites Setor I (IPECE_2019),Simbologia não categorizada por atributo,,
294,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor2_2019_pol,Limites Setor II (IPECE_2019),Simbologia não categorizada por atributo,,
295,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor3_2019_pol,Limites Setor III (IPECE_2019),Simbologia não categorizada por atributo,,
296,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor4_2019_pol,Limites Setor IV (IPECE_2019),Simbologia não categorizada por atributo,,
297,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_planice_litoranea_2021_lin,ZEEC Planície Litorânea - linha (SEMA_2022),setor_ambi,https://drive.google.com/drive/folders/1DoM2hyzJy6ir2rBW82xhVbnl47RbxZt3?usp=share_link,
298,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_planice_litoranea_2021_pol,ZEEC Planície Litorânea - polígono (SEMA_2022),sub_zonas,https://drive.google.com/drive/folders/1_b8fc0X4Lptvg6ACxEQoyVB2edrxxZrl?usp=share_link,
299,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_tabuleiro_sistemas_interiores_2021_lin,ZEEC Tabuleiros e Sistemas Interiores - linha (SEMA_2022),setor_ambi,https://drive.google.com/drive/folders/1T5WeWQfkMATe3S5dxo4YjYi40ypdmmOr?usp=share_link,
300,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_tabuleiro_sistemas_interiores_2021_pol,ZEEC Tabuleiros e Sistemas Interiores - polígono (SEMA_2022),sub_zonas,https://drive.google.com/drive/folders/1RqbpJA_s2HTX1VJN7LsHd-3FZrPc042c?usp=share_link,
301,Recuperação Ambiental,Produção de mudas,,,1000_CE_mudas_viveiros_estaduais_2021_pto,Unidades produção de mudas - viveiros estaduais (SEMA_2021),viveiro,https://drive.google.com/drive/folders/1H_uBVESEnbBDqo2ba-7MuNDiV3GREB1M?usp=share_link,https://drive.google.com/drive/folders/15IZqksQIFkZ8VQqxPYbcM_VHi4iG_3l8?usp=share_link
302,Recuperação Ambiental,Recuperação de danos ambientais,,,1001_CE_tcr_danos_ambientais_2017_2020_pto,Termos de Compromisso de Recuperação de Danos Ambientais (SEMACE_2017-2020),municipio,https://drive.google.com/drive/folders/1p7GuYyAmn2JHLt01LdbN1mcyXBWo5gTI?usp=share_link,https://drive.google.com/drive/folders/1aNR6jSmya5mEjEYFLWdMS_qO7OPWoREY?usp=share_link
303,Recuperação Ambiental,Reflorestamento,,,1002_CE_areas_florestamento_reflorestamento_2021_pto,Áreas de Florestamento e Reflorestamento (SEMA_2021),instituica,https://drive.google.com/drive/folders/1tnFdcQ-gKDWXmaHKbzFi6IExJa1r6uym?usp=share_link,https://drive.google.com/drive/folders/1Eis3XxSrdgPrGsosuMuNyAK0qhUnhKEP?usp=share_link
304,Saneamento Básico,Resíduos Sólidos,Consórcios,,1303_CE_consorcios_manejo_residuos_2021_pol,Consórcios públicos de manejo dos resíduos sólidos (SEMA_2021),consorcio,https://drive.google.com/drive/folders/1POP3S9ZDUCdxiGxxJwa8DfS__GSaubMG?usp=share_link,https://drive.google.com/drive/folders/19yFQ2xXZVWk3J_xBhxGy6dzcK20lVzma?usp=share_link
305,Saneamento Básico,Resíduos Sólidos,Disposição Final de Resíduos,,1303_CE_aterros_sanitario_2022_pto,Aterros Sanitários (SEMA_2022),municipio,https://drive.google.com/drive/folders/1ZVLpPPDr69WkBjgfFj-pBRa_yfzupVZk?usp=share_link,https://drive.google.com/drive/folders/12iLRk2x7VdAfm6_J2EnG7kpubEPRlkdT?usp=share_link
306,Saneamento Básico,Resíduos Sólidos,Disposição Final de Resíduos,,1303_CE_destino_final_lixoes_2022_pto, Destino Final Lixões (SEMA_2022),municipio,https://drive.google.com/drive/folders/1Eu--KRNaW-5D6NBUitVXJ8uJr84eoWQL?usp=share_link,https://drive.google.com/drive/folders/1HydRWvtBgdaur8dNmbBa9OttYtfOeItC?usp=share_link
307,Saneamento Básico,Resíduos Sólidos,Logistica Reversa,,1303_CE_logistica_reversa_2017_pto,Logística Reversa (SEMA_2017),posto,https://drive.google.com/drive/folders/1i7TFRrIxOLjHdHtexmk0BPmiKgGRKrd6?usp=share_link,https://drive.google.com/drive/folders/1CpzjDjKUdnjJfgursC54PeAm5H3JDYwi?usp=share_link
308,Saneamento Básico,Resíduos Sólidos,Programa Auxílio Catador,,1303_CE_programa_auxilio_catadores_2021_pol,Associações Catadores por município (SEMA_2021),associacao,https://drive.google.com/drive/folders/19Z8ANLyZclqQtR1by5J9Apqgkpl3omKb?usp=share_link,https://drive.google.com/drive/folders/15n3SyInd1E1HJBtevyNWvm-4pIfNRYUB?usp=share_link
309,Sistemas de Transportes,Aeroportos,, ,0400_CE_aerodromos_2018_pto,Aerodromos (MINFRA_2018),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/15Mq2Mcs7uSAGhKFXyf9rCG9v7mn6S9Uj?usp=share_link,https://drive.google.com/drive/folders/1HgQZTSFM1sVHOscZR9jTxLhh9nlwOk3R?usp=share_link
310,Sistemas de Transportes,Ferrovias,,,0401_CE_ferrovias_2018_lin,Ferrovias (MINFRA_2018),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1O2mQoabb3uDMHJwqz1hbph7UFyOHerrN?usp=share_link,https://drive.google.com/drive/folders/175N1KxY-XaF0GSEowPdF1L6dO0ucCjzu?usp=share_link
311,Sistemas de Transportes,Rodovias,,,0402_CE_rodovias_estaduais_2015_lin,Rodovias estaduais (IPECE_2015),tipo_rodov,https://drive.google.com/drive/folders/1AUkFw0WKcn8RyDGDxjgVKjfjIp83sNBj?usp=share_link,https://drive.google.com/drive/folders/1AUkFw0WKcn8RyDGDxjgVKjfjIp83sNBj?usp=share_link
312,Sistemas de Transportes,Rodovias,,,0402_CE_rodovias_federais_2015_lin,Rodovias federais (IPECE_2015),nome_rodov,https://drive.google.com/drive/folders/1reulOJQ2tl-A1mAgaRzzHwcKNSuwWOKE?usp=share_link,https://drive.google.com/drive/folders/1ExEQI0J2hwO7VPwoE_A2rOhfJTSSwtyB?usp=share_link
313,Território,Limites,,,0100_CE_limites_municipais_2021_pol,Limites Municipais (IPECE_2021),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1T6GYZlAnexB_V_TRB8D9KdW3b-YXaWCU?usp=share_link,https://drive.google.com/drive/folders/1c9jeryNd8AEWPUNI89wQIzeDPZQdlmF_?usp=share_link
314,Território,Localidades,,,0100_CE_comunidades_entorno_2022_pto,Comunidades Entorno da UC (SEMA_2022),nome_uc,https://drive.google.com/drive/folders/1fbVnN8SQA0uS6_tpzTqktNrD0c-V6yP9?usp=share_link,https://drive.google.com/drive/folders/1zmqKIYswT6YLztSvzjr8ZwJ_Y7Rvn2dr?usp=share_link
315,Território,Regionalizações,,,0102_CE_regioes_de_planejamento_2018_pol,Regiões de Planejamento do Estado do Ceará  (IPECE_2018),regiao,https://drive.google.com/drive/folders/1AqQVNoYzfztyNGQdrba9fgrMZQrOvjH4?usp=share_link,https://drive.google.com/drive/folders/1y82SoC1Tp5oqKs-MouglH_Ldk064aAID?usp=share_link
